City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
175,Saint-Philippe,RE,65.79,overcast clouds,-21.3585,55.7679,
176,Grand Gaube,MU,70.86,broken clouds,-20.0064,57.6608,
177,Campbell River,CA,82.26,overcast clouds,50.0163,-125.2446,
180,Guadalupe Y Calvo,MX,63.25,overcast clouds,26.1,-106.9667,
181,Ciudad Bolivar,VE,78.1,overcast clouds,8.1222,-63.5497,
182,Abong Mbang,CM,64.13,overcast clouds,3.9833,13.1833,
183,Kudahuvadhoo,MV,82.81,broken clouds,2.6708,72.8944,
184,Morondava,MG,67.14,clear sky,-20.2833,44.2833,
185,Hobyo,SO,76.21,broken clouds,5.3505,48.5268,
186,Awjilah,LY,79.3,clear sky,29.1081,21.2869,
187,Muli,MV,82.58,scattered clouds,2.9167,73.5667,
188,Sol-Iletsk,RU,67.42,clear sky,51.1631,54.9918,
190,Carutapera,BR,74.5,clear sky,-1.195,-46.02,
192,Novaya Lyada,RU,65.16,clear sky,52.7131,41.6387,
193,Saint Leonard,CA,74.8,moderate rain,47.173,-67.9247,
194,Celestun,MX,88.68,overcast clouds,20.8667,-90.4,
198,Olinda,BR,76.73,few clouds,-8.0089,-34.8553,
200,Umm Kaddadah,SD,85.89,overcast clouds,13.6017,26.6876,
201,Bambous Virieux,MU,69.51,overcast clouds,-20.3428,57.7575,
202,Tongren,CN,76.86,light rain,27.7172,109.1853,
203,Abnub,EG,84.42,clear sky,27.2696,31.1511,
204,Maple Creek,CA,78.13,clear sky,49.9168,-109.4848,
205,Oksovskiy,RU,65.86,clear sky,62.6062,39.8984,
206,Alofi,NU,75.33,few clouds,-19.0595,-169.9187,
208,Kawalu,ID,75.27,overcast clouds,-7.3817,108.2082,
209,Pemangkat,ID,80.58,overcast clouds,1.1667,108.9667,
212,Batemans Bay,AU,64.09,few clouds,-35.7167,150.1833,
213,Tripoli,LY,87.39,few clouds,32.8752,13.1875,
214,Ilabaya,PE,64.29,overcast clouds,-17.4208,-70.5133,
217,Sur,OM,86.52,clear sky,22.5667,59.5289,
218,Khor,RU,72.09,few clouds,47.8861,134.9464,
220,Linden,GY,75.34,overcast clouds,6.0,-58.3,
221,Urumqi,CN,67.15,clear sky,43.801,87.6005,
222,Hohhot,CN,77.5,few clouds,40.8106,111.6522,
223,Cap Malheureux,MU,70.84,broken clouds,-19.9842,57.6142,
225,Vao,NC,69.96,overcast clouds,-22.6667,167.4833,
227,Kuloy,RU,67.53,scattered clouds,61.0305,42.4925,
228,Athens,GR,77.25,few clouds,37.9795,23.7162,
229,Lorengau,PG,84.02,few clouds,-2.0226,147.2712,
231,Bayonet Point,US,86.0,overcast clouds,28.3267,-82.6834,
233,Quatre Cocos,MU,69.12,overcast clouds,-20.2078,57.7625,
235,Karmala,IN,74.95,overcast clouds,18.4167,75.2,
236,Cuiluan,CN,75.2,clear sky,47.72,128.648,
237,Los Llanos De Aridane,ES,64.15,broken clouds,28.6585,-17.9182,
238,Mahebourg,MU,69.48,overcast clouds,-20.4081,57.7,
240,Lahij,YE,80.6,overcast clouds,13.1667,44.5833,
242,Kikwit,CD,71.13,overcast clouds,-5.041,18.8162,
243,Ilam,NP,72.03,scattered clouds,26.9167,87.9167,
244,Araguaina,BR,76.77,clear sky,-7.1911,-48.2072,
245,Creston,US,69.24,clear sky,41.0586,-94.3614,
246,Chardara,KZ,72.59,clear sky,41.2547,67.9692,
247,Totoral,PE,61.0,overcast clouds,-17.4053,-70.365,
248,Port Macquarie,AU,62.89,overcast clouds,-31.4333,152.9167,
250,Saint-Pierre,RE,65.88,overcast clouds,-21.3393,55.4781,
251,Tautira,PF,86.02,few clouds,-17.7333,-149.15,
252,Taltal,CL,60.13,broken clouds,-25.4,-70.4833,
253,Tezu,IN,79.21,overcast clouds,27.9167,96.1667,
256,Labuhan,ID,79.03,overcast clouds,-6.8844,112.2051,
257,Tecolutla,MX,83.39,overcast clouds,20.4833,-97.0167,
259,Mecca,SA,87.22,broken clouds,21.4267,39.8261,
260,Manokwari,ID,83.12,broken clouds,-0.8667,134.0833,
262,Tura,IN,76.39,scattered clouds,25.5198,90.2201,
263,Pokrovsk,UA,63.52,scattered clouds,48.282,37.1758,
264,Dharmadam,IN,76.93,overcast clouds,11.7833,75.4333,
265,Cockburn Town,TC,81.18,overcast clouds,21.4612,-71.1419,
267,Padang,ID,73.45,overcast clouds,-0.9492,100.3543,
268,Maragogi,BR,75.54,clear sky,-9.0122,-35.2225,
269,Ulaangom,MN,61.84,scattered clouds,49.9811,92.0667,
270,Asau,RO,64.4,scattered clouds,46.4333,26.4,
271,Terenos,BR,73.11,broken clouds,-20.4422,-54.8603,
272,Neiafu,TO,83.08,few clouds,-18.65,-173.9833,
273,Pamekasan,ID,81.55,overcast clouds,-7.1568,113.4746,
275,Nicolae Balcescu,RO,67.32,clear sky,46.4667,26.9167,
276,Petropavlovsk-Kamchatskiy,RU,64.99,broken clouds,53.0452,158.6483,
278,Copala,MX,81.18,overcast clouds,16.65,-98.9833,
279,San Policarpo,PH,83.46,overcast clouds,12.1791,125.5072,
281,Trat,TH,82.56,few clouds,12.5,102.5,
282,Ishigaki,JP,79.27,overcast clouds,24.3448,124.1572,
283,Kloulklubed,PW,81.1,overcast clouds,7.0419,134.2556,
284,Quepos,CR,79.9,overcast clouds,9.4236,-84.1652,
285,Salalah,OM,79.68,overcast clouds,17.0151,54.0924,
288,Tucuma,BR,74.7,few clouds,-0.1833,-50.05,
289,Quelimane,MZ,63.72,few clouds,-17.8786,36.8883,
291,Siddapur,IN,69.64,overcast clouds,14.3333,74.8833,
292,Avera,US,82.27,overcast clouds,33.194,-82.5271,
293,Wewak,PG,82.35,overcast clouds,-3.5534,143.6268,
294,Zhanaozen,KZ,79.3,clear sky,43.3,52.8,
295,Champerico,GT,82.35,overcast clouds,14.3,-91.9167,
296,Waynesville,US,71.67,moderate rain,35.4887,-82.9887,
297,Sabang,ID,82.24,overcast clouds,5.8933,95.3214,
298,Ahipara,NZ,61.11,clear sky,-35.1667,173.1667,
299,Lazaro Cardenas,MX,82.53,broken clouds,17.9583,-102.2,
300,Vostok,RU,72.7,broken clouds,46.4856,135.8833,
301,Xuddur,SO,68.05,clear sky,4.1213,43.8894,
302,Kavaratti,IN,82.53,broken clouds,10.5669,72.642,
303,Santa Isabel Do Rio Negro,BR,74.41,scattered clouds,-0.4139,-65.0192,
306,Fort Saint James,CA,81.48,broken clouds,54.4333,-124.25,
310,College,US,71.55,broken clouds,64.8569,-147.8028,
312,Altay,CN,65.26,broken clouds,47.8667,88.1167,
315,Alekseyevka,RU,65.32,clear sky,50.6309,38.6903,
316,Florianopolis,BR,61.43,light rain,-27.6146,-48.5012,
317,Georgetown,MY,80.89,few clouds,5.4112,100.3354,
318,Jieshi,CN,82.94,light rain,22.8134,115.8257,
319,Jalakandapuram,IN,77.54,moderate rain,11.6978,77.873,
321,Meulaboh,ID,75.51,overcast clouds,4.1363,96.1285,
323,Cantagallo,CO,77.7,overcast clouds,7.376,-73.9196,
324,Acarau,BR,78.15,clear sky,-2.8856,-40.12,
325,Asosa,ET,62.71,light rain,10.0667,34.5333,
328,Ipixuna,BR,75.15,light rain,-1.7625,-48.8043,
329,Impfondo,CG,70.97,light rain,1.6381,18.0667,
332,Bethel,US,77.88,broken clouds,41.3712,-73.414,
333,Ust-Nera,RU,62.73,broken clouds,64.5667,143.2,
334,Hamilton,US,70.12,overcast clouds,39.1834,-84.5333,
335,Saint-Ambroise,CA,68.32,clear sky,48.5501,-71.3324,
336,Srednekolymsk,RU,71.94,broken clouds,67.45,153.6833,
337,Nouadhibou,MR,67.33,clear sky,20.931,-17.0347,
340,Niquero,CU,80.62,light rain,20.0431,-77.5828,
341,Deputatskiy,RU,65.91,clear sky,69.3,139.9,
343,Baiima,SL,72.34,light rain,8.1,-11.85,
344,Ketchikan,US,60.53,overcast clouds,55.3422,-131.6461,
345,Sakaiminato,JP,69.42,overcast clouds,35.55,133.2333,
347,Jumla,NP,63.45,scattered clouds,29.2747,82.1838,
348,Poum,NC,72.05,clear sky,-20.2333,164.0167,
349,Cao Bang,VN,80.22,overcast clouds,22.6667,106.25,
350,Horni Benesov,CZ,64.22,overcast clouds,49.9668,17.6026,
351,Bardiyah,LY,73.6,clear sky,31.7561,25.0865,
353,Humaita,BR,78.94,overcast clouds,-7.5061,-63.0208,
354,Hambantota,LK,77.34,clear sky,6.1241,81.1185,
355,Montepuez,MZ,60.96,clear sky,-13.1256,38.9997,
356,Fairview,US,83.46,clear sky,40.8126,-73.999,
358,Seoul,KR,74.71,scattered clouds,37.5683,126.9778,
359,Nouakchott,MR,75.13,overcast clouds,18.0858,-15.9785,
360,Biharamulo,TZ,61.2,broken clouds,-2.6319,31.3089,
361,Dungarpur,IN,80.15,broken clouds,23.8333,73.7167,
362,Puerto Ayacucho,VE,75.22,overcast clouds,5.6639,-67.6236,
363,Pampa,US,77.95,clear sky,35.5362,-100.9599,
365,Pemba,MZ,72.3,few clouds,-12.974,40.5178,
366,Brunico,IT,66.78,clear sky,46.7958,11.9364,
367,Contai,IN,84.0,overcast clouds,21.7786,87.7536,
368,Bilma,NE,88.34,few clouds,18.6853,12.9164,
370,Ponta Do Sol,PT,68.63,scattered clouds,32.6667,-17.1,
371,Korla,CN,77.54,overcast clouds,41.7597,86.1469,
372,Lata,PT,60.93,broken clouds,40.1629,-8.3327,
375,Vanimo,PG,84.74,broken clouds,-2.6741,141.3028,
376,Galesong,ID,80.62,overcast clouds,-5.3166,119.3661,
377,Yerbogachen,RU,72.57,clear sky,61.2767,108.0108,
378,Omboue,GA,75.13,overcast clouds,-1.5746,9.2618,
379,Makakilo City,US,83.95,scattered clouds,21.3469,-158.0858,
380,Kitama,TZ,62.33,few clouds,-10.7167,39.7333,
382,Berdigestyakh,RU,86.58,few clouds,62.0989,126.6992,
383,Bojnurd,IR,65.12,clear sky,37.4747,57.329,
384,Touros,BR,74.3,scattered clouds,-5.1989,-35.4608,
385,Mogadishu,SO,76.71,broken clouds,2.0371,45.3438,
386,Kalat,PK,64.27,clear sky,29.0225,66.5916,
388,Izazi,TZ,62.64,clear sky,-7.2,35.7333,
391,Abhar,IR,64.45,clear sky,36.1468,49.218,
394,Praya,CV,72.14,few clouds,14.9215,-23.5087,
395,Joao Pinheiro,BR,66.65,clear sky,-17.7425,-46.1725,
397,Matola,MZ,60.51,clear sky,-25.9622,32.4589,
398,Fortuna,US,76.42,clear sky,40.5982,-124.1573,
399,Ariquemes,BR,76.6,light rain,-9.9133,-63.0408,
400,Port Blair,IN,83.7,broken clouds,11.6667,92.75,
401,Bandarbeyla,SO,76.06,few clouds,9.4942,50.8122,
402,Sola,VU,81.1,overcast clouds,-13.8833,167.55,
403,Adrar,MR,87.94,few clouds,20.5022,-10.0711,
406,Nara,JP,78.49,overcast clouds,34.6851,135.8049,
407,Charlestown,AU,60.73,overcast clouds,-32.95,151.6667,
408,Howard Springs,AU,81.88,clear sky,-12.497,131.047,
409,Gotsu,JP,71.76,broken clouds,35.0,132.2167,
410,Auki,SB,86.65,overcast clouds,-8.7676,160.7034,
412,Oiso,JP,80.17,broken clouds,35.3031,139.3028,
414,Tarrafal,CV,72.39,few clouds,15.2833,-23.7667,
418,San Cristobal,VE,71.78,scattered clouds,7.7669,-72.225,
419,Muscatine,US,66.38,few clouds,41.4667,-91.1335,
420,Botou,CN,83.48,light rain,38.0667,116.5667,
421,Duobao,CN,79.9,clear sky,30.67,112.6895,
422,Souillac,MU,69.24,light rain,-20.5167,57.5167,
423,Crossville,US,69.31,broken clouds,35.949,-85.0269,
424,Guerrero Negro,MX,70.07,clear sky,27.9769,-114.0611,
426,Indramayu,ID,79.86,broken clouds,-6.3264,108.32,
428,Vila Velha,BR,73.35,broken clouds,-20.3297,-40.2925,
432,Tiruchchendur,IN,82.0,overcast clouds,8.4833,78.1167,
433,Gat,IL,77.4,clear sky,31.61,34.7642,
434,Saldanha,ZA,60.94,light rain,-33.0117,17.9442,
435,Pisco,PE,64.45,overcast clouds,-13.7,-76.2167,
436,Jiwani,PK,82.99,scattered clouds,25.05,61.7417,
439,Bubaque,GW,79.23,overcast clouds,11.2833,-15.8333,
441,Namibe,AO,66.7,few clouds,-15.1961,12.1522,
442,Coahuayana,MX,85.48,overcast clouds,18.7333,-103.6833,
444,Ibirama,BR,62.31,light rain,-27.0569,-49.5178,
446,Beloha,MG,60.4,clear sky,-25.1667,45.05,
447,Mattru,SL,73.02,moderate rain,7.6244,-11.8332,
448,Filadelfia,US,78.3,moderate rain,39.9523,-75.1638,
449,Santa Marta,CO,83.98,overcast clouds,11.2408,-74.199,
450,Shizunai,JP,61.41,few clouds,42.3339,142.3669,
451,Nyurba,RU,84.33,few clouds,63.2842,118.3319,
452,Sinnamary,GF,76.96,overcast clouds,5.3833,-52.95,
453,Nuqui,CO,77.52,overcast clouds,5.7125,-77.2708,
454,Chingirlau,KZ,68.09,clear sky,51.095,54.0814,
455,Nargana,PA,80.37,overcast clouds,9.4428,-78.5906,
456,Murgab,TM,73.53,clear sky,37.4966,61.9714,
457,Trairi,BR,77.29,clear sky,-3.2778,-39.2689,
458,Kirakira,SB,84.45,overcast clouds,-10.4544,161.9205,
459,Ewa Beach,US,85.37,scattered clouds,21.3156,-158.0072,
460,Kramat,ID,78.76,scattered clouds,-8.1311,113.4499,
462,Bathsheba,BB,81.21,scattered clouds,13.2167,-59.5167,
463,Caravelas,BR,71.13,clear sky,-17.7125,-39.2481,
466,Sambava,MG,70.74,light rain,-14.2667,50.1667,
468,Iracoubo,GF,76.75,overcast clouds,5.4802,-53.2011,
469,Ixtapa,MX,82.22,overcast clouds,20.7,-105.2,
470,San Alberto,CO,76.95,overcast clouds,7.7611,-73.3922,
472,Port Hardy,CA,61.79,scattered clouds,50.6996,-127.4199,
473,Cochrane,CA,78.6,overcast clouds,51.1834,-114.4687,
475,Fare,PF,79.5,clear sky,-16.7,-151.0167,
476,Huercal-Overa,ES,70.23,clear sky,37.389,-1.9454,
478,San Quintin,MX,66.54,broken clouds,30.4833,-115.95,
480,Awbari,LY,86.74,clear sky,26.5921,12.7805,
481,Jinchang,CN,79.95,overcast clouds,38.4953,102.1739,
484,Hopkinsville,US,70.5,overcast clouds,36.8656,-87.4886,
485,Raga,SS,68.92,light rain,8.4596,25.678,
486,Dillon,US,86.2,clear sky,34.4166,-79.3712,
487,Abilene,US,72.77,overcast clouds,32.4487,-99.7331,
488,Buala,SB,86.04,overcast clouds,-8.145,159.5921,
490,Shiyan,CN,79.86,clear sky,32.6475,110.7781,
491,Anadyr,RU,61.3,few clouds,64.75,177.4833,
492,Vila Franca Do Campo,PT,64.81,scattered clouds,37.7167,-25.4333,
493,Itarema,BR,78.75,few clouds,-2.9248,-39.9167,
494,Tancitaro,MX,63.86,overcast clouds,19.3333,-102.3667,
495,Tutoia,BR,77.52,clear sky,-2.7619,-42.2744,
496,Daru,PG,79.38,broken clouds,-9.0763,143.2092,
498,Lasa,IT,61.36,few clouds,46.6166,10.7002,
499,Cairns,AU,78.06,overcast clouds,-16.9167,145.7667,
501,Inhambane,MZ,66.24,light rain,-23.865,35.3833,
502,Nirsa,IN,80.62,overcast clouds,23.7833,86.7167,
503,Katherine,AU,77.32,clear sky,-14.4667,132.2667,
504,Nantucket,US,74.07,mist,41.2835,-70.0995,
506,Monywa,MM,81.97,overcast clouds,22.1167,95.1333,
507,Akdepe,TM,69.8,clear sky,42.0551,59.3788,
508,Puerto Maldonado,PE,74.25,broken clouds,-12.6,-69.1833,
509,Bambanglipuro,ID,64.6,broken clouds,-7.95,110.2833,
510,Pasighat,IN,78.21,light rain,28.0667,95.3333,
511,Aripuana,BR,79.05,broken clouds,-9.1667,-60.6333,
513,Yasnyy,RU,60.24,scattered clouds,51.0333,59.8742,
514,Emba,KZ,67.73,clear sky,48.8264,58.1442,
517,Moussoro,TD,88.0,scattered clouds,13.6408,16.4901,
518,Port Moresby,PG,82.22,few clouds,-9.4431,147.1797,
519,Tuy Hoa,VN,87.3,scattered clouds,13.0833,109.3,
520,Verkh-Usugli,RU,70.2,clear sky,52.7,115.1667,
521,Fort Nelson,CA,75.54,broken clouds,58.8053,-122.7002,
522,Tual,ID,81.21,broken clouds,-5.6667,132.75,
526,Ust-Kuyga,RU,76.15,clear sky,70.0167,135.6,
528,Balabac,PH,83.28,moderate rain,7.9868,117.0645,
529,Tanout,NE,84.63,scattered clouds,14.9709,8.8879,
531,Rondonopolis,BR,79.36,overcast clouds,-16.4708,-54.6356,
532,Antalaha,MG,68.43,light rain,-14.9003,50.2788,
533,Inongo,CD,69.57,overcast clouds,-1.95,18.2667,
534,The Valley,AI,80.46,overcast clouds,18.217,-63.0578,
535,Magrath,CA,81.32,overcast clouds,49.4167,-112.8686,
536,Acari,PE,65.5,broken clouds,-15.4311,-74.6158,
537,Samarai,PG,79.21,broken clouds,-10.6167,150.6667,
538,Tepalcatepec,MX,85.28,overcast clouds,19.1833,-102.85,
542,Bamut,RU,66.15,clear sky,43.1599,45.1973,
545,Areosa,PT,60.67,clear sky,41.7178,-8.8571,
546,Sibolga,ID,74.66,overcast clouds,1.7427,98.7792,
547,Soe,ID,77.77,scattered clouds,-9.8607,124.284,
548,Kaduy,RU,60.84,overcast clouds,59.2,37.15,
549,Podor,MR,81.63,overcast clouds,16.6527,-14.9587,
551,George,ZA,71.15,few clouds,-33.963,22.4617,
553,Byron Bay,AU,71.06,broken clouds,-28.65,153.6167,
554,Waynesboro,US,83.59,scattered clouds,38.0685,-78.8895,
556,Elk Point,US,72.64,clear sky,42.6833,-96.6836,
557,Campos Belos,BR,69.31,clear sky,-13.0367,-46.7717,
559,Matara,LK,78.89,broken clouds,5.9485,80.5353,
560,Imeni Poliny Osipenko,RU,73.78,overcast clouds,52.4201,136.4853,
561,Craig,US,83.16,clear sky,40.5153,-107.5464,
562,Cabedelo,BR,74.07,few clouds,-6.9811,-34.8339,
563,Fort Myers Beach,US,87.06,scattered clouds,26.452,-81.9481,
565,High Rock,BS,82.42,overcast clouds,26.6208,-78.2833,
566,Mindelo,CV,72.95,few clouds,16.8901,-24.9804,
568,Victor Harbor,AU,61.47,overcast clouds,-35.5667,138.6167,
570,Yevpatoriya,UA,67.93,clear sky,45.1972,33.3558,
571,Tari,NG,72.91,heavy intensity rain,12.4086,4.4914,
574,Pudozh,RU,66.67,few clouds,61.8099,36.5345,
575,Torrox,ES,72.37,clear sky,36.7579,-3.9523,
578,Saint-Joseph,RE,64.78,broken clouds,-21.3667,55.6167,
580,Luklukan,PH,87.31,overcast clouds,14.3254,122.7124,
581,Fairbanks,US,71.56,broken clouds,64.8378,-147.7164,
582,Sann,PK,84.11,clear sky,26.0418,68.1378,
583,Hami,CN,79.12,overcast clouds,42.8,93.45,
586,Acapetahua,MX,78.8,overcast clouds,15.2833,-92.7,
587,Isangel,VU,78.91,broken clouds,-19.55,169.2667,
589,Rapid City,US,77.54,few clouds,44.0805,-103.231,
592,Linxia,CN,67.87,overcast clouds,35.6003,103.2064,
593,Riyadh,SA,80.74,clear sky,24.6877,46.7219,
594,Kilindoni,TZ,76.21,light rain,-7.9139,39.6668,
595,Kishtwar,IN,63.07,clear sky,33.3167,75.7667,
597,Zeya,RU,76.15,broken clouds,53.75,127.2667,
598,Houma,US,77.0,clear sky,29.5958,-90.7195,
600,Loanda,AO,70.38,overcast clouds,-8.8368,13.2343,
601,Sabha,LY,86.38,clear sky,27.0377,14.4283,
602,Kuryk,KZ,80.98,clear sky,43.2,51.65,
603,Puerto Escondido,MX,85.03,scattered clouds,15.85,-97.0667,
605,Baghdogra,IN,79.72,scattered clouds,26.7,88.3167,
606,Kalmunai,LK,79.07,overcast clouds,7.4167,81.8167,
607,San Rafael Del Sur,NI,80.83,overcast clouds,11.8485,-86.4384,
608,Arraias,BR,69.91,clear sky,-12.9288,-46.9437,
